applicant_id,age,vehicle_age,prior_claims,accidents,violations,credit_tier,zip_risk,coverage_limit,deductible,risk_score,underwriting_decision,premium_recommendation
720,56,12,3,3,2,Good,High,250000,500,100.0,Reject,10000.0
721,62,18,2,0,4,Excellent,Low,50000,250,89.0,Reject,3780.0
722,70,9,5,3,0,Excellent,Low,25000,500,100.0,Reject,1000.0
723,59,9,5,1,3,Excellent,High,50000,1000,100.0,Reject,1000.0
724,56,10,2,3,3,Poor,Medium,100000,1000,100.0,Reject,2000.0
725,31,6,0,3,4,Fair,Medium,100000,250,100.0,Reject,8000.0
726,48,17,5,3,2,Poor,High,100000,1000,100.0,Reject,2000.0
727,22,3,3,3,0,Good,Medium,100000,2000,100.0,Reject,1000.0
728,52,1,4,1,2,Good,Low,25000,2000,87.5,Reject,234.38
729,40,13,4,0,1,Good,Medium,50000,250,92.5,Reject,3850.0
730,46,12,1,2,2,Good,Medium,25000,2000,99.0,Reject,248.75
731,60,11,1,3,3,Excellent,Medium,25000,500,100.0,Reject,1000.0
732,28,6,4,0,0,Excellent,High,25000,250,84.0,Refer to Underwriter,1840.0
733,35,1,4,0,2,Poor,Low,100000,250,92.5,Reject,7700.0
734,64,12,3,1,0,Fair,Medium,100000,500,98.0,Reject,3960.0
735,29,13,2,0,0,Good,High,100000,2000,79.5,Refer to Underwriter,897.5
736,26,16,1,1,1,Poor,Medium,50000,2000,100.0,Reject,500.0
737,27,8,2,3,1,Excellent,Low,250000,2000,95.0,Reject,2437.5
738,61,16,3,3,3,Excellent,Medium,100000,250,100.0,Reject,8000.0
739,34,7,4,2,4,Fair,Low,50000,250,100.0,Reject,4000.0
740,55,1,5,2,0,Fair,Medium,100000,2000,100.0,Reject,1000.0
741,24,12,2,2,4,Fair,Low,100000,1000,100.0,Reject,2000.0
742,63,2,4,0,3,Poor,Medium,25000,2000,100.0,Reject,250.0
743,30,15,4,3,0,Excellent,Low,25000,500,100.0,Reject,1000.0
744,57,5,0,1,0,Excellent,Medium,25000,250,42.5,Approve with Adjusted Premium,1425.0
745,59,18,2,2,4,Fair,Medium,50000,500,100.0,Reject,2000.0
746,26,6,5,1,2,Good,High,250000,500,100.0,Reject,10000.0
747,67,9,2,1,1,Fair,High,250000,250,100.0,Reject,20000.0
748,44,8,4,2,2,Poor,Low,50000,1000,100.0,Reject,1000.0
749,19,1,5,3,4,Fair,Medium,100000,2000,100.0,Reject,1000.0
750,22,14,3,2,1,Fair,Low,50000,500,100.0,Reject,2000.0
751,46,4,0,1,2,Poor,High,100000,250,97.0,Reject,7880.0
752,54,3,4,2,1,Fair,Low,50000,500,100.0,Reject,2000.0
753,55,19,1,1,0,Excellent,Low,50000,2000,63.5,Approve with Adjusted Premium,408.75
754,36,3,1,1,2,Good,High,50000,1000,85.5,Reject,927.5
755,25,17,0,2,1,Fair,Medium,250000,1000,98.5,Reject,4962.5
756,65,3,3,0,1,Poor,Low,25000,1000,77.5,Refer to Underwriter,443.75
757,62,16,4,2,1,Good,High,50000,250,100.0,Reject,4000.0
758,18,11,2,0,2,Poor,Medium,250000,250,97.5,Reject,19750.0
759,39,16,0,1,3,Good,High,25000,1000,100.0,Reject,500.0
760,69,9,3,1,2,Good,Low,25000,2000,89.5,Reject,236.88
761,34,0,2,0,4,Fair,Medium,50000,2000,87.0,Reject,467.5
762,24,17,1,1,2,Excellent,Medium,100000,250,86.5,Reject,7460.0
763,42,17,1,0,1,Fair,High,100000,1000,93.5,Reject,1935.0
764,62,13,2,0,0,Poor,High,100000,2000,99.5,Reject,997.5
765,21,14,0,1,2,Poor,High,50000,2000,100.0,Reject,500.0
766,53,11,1,3,2,Good,Medium,100000,2000,100.0,Reject,1000.0
767,23,3,4,0,1,Good,Medium,250000,250,77.5,Refer to Underwriter,17750.0
768,48,2,5,2,0,Excellent,Low,250000,1000,93.0,Reject,4825.0
769,36,19,2,2,0,Fair,Medium,250000,500,100.0,Reject,10000.0
770,61,11,2,1,4,Poor,Low,250000,1000,100.0,Reject,5000.0
771,71,6,1,3,2,Good,High,25000,1000,100.0,Reject,500.0
772,56,10,0,1,0,Excellent,High,250000,250,65.0,Approve with Adjusted Premium,16500.0
773,44,0,4,3,0,Poor,Medium,100000,2000,100.0,Reject,1000.0
774,27,5,0,0,3,Good,High,50000,2000,71.5,Refer to Underwriter,428.75
775,43,14,3,0,3,Poor,High,100000,250,100.0,Reject,8000.0
776,36,14,3,0,0,Excellent,Medium,250000,250,71.0,Refer to Underwriter,17100.0
777,56,18,5,0,4,Excellent,Low,25000,250,100.0,Reject,2000.0
778,20,10,1,2,0,Poor,Medium,250000,250,100.0,Reject,20000.0
779,62,1,1,2,1,Fair,Low,50000,250,74.5,Refer to Underwriter,3490.0
780,30,13,1,1,2,Poor,Medium,100000,500,100.0,Reject,4000.0
781,67,1,5,3,4,Good,Medium,50000,1000,100.0,Reject,1000.0
782,45,3,3,0,1,Fair,High,50000,1000,92.5,Reject,962.5
783,37,16,0,0,4,Good,Medium,50000,1000,81.0,Refer to Underwriter,905.0
784,45,2,5,3,1,Poor,Medium,100000,2000,100.0,Reject,1000.0
785,25,12,5,3,2,Fair,Low,250000,500,100.0,Reject,10000.0
786,58,8,0,1,2,Good,High,50000,1000,83.0,Refer to Underwriter,915.0
787,56,6,1,3,3,Poor,Low,100000,2000,100.0,Reject,1000.0
788,18,14,4,0,1,Poor,Low,25000,500,100.0,Reject,1000.0
789,20,10,0,0,3,Fair,High,100000,500,89.0,Reject,3780.0
790,30,19,3,0,1,Poor,High,25000,2000,100.0,Reject,250.0
791,45,1,2,0,3,Excellent,High,100000,500,80.5,Refer to Underwriter,3610.0
792,74,14,2,0,2,Good,Medium,250000,2000,82.0,Refer to Underwriter,2275.0
793,66,13,5,1,4,Good,High,50000,1000,100.0,Reject,1000.0
794,42,19,2,0,3,Poor,High,250000,2000,100.0,Reject,2500.0
795,73,10,4,1,1,Poor,High,100000,500,100.0,Reject,4000.0
796,50,2,1,0,1,Excellent,Low,50000,1000,31.0,Approve,655.0
797,55,16,3,2,2,Fair,Low,25000,1000,100.0,Reject,500.0
798,70,11,4,2,1,Poor,Medium,100000,250,100.0,Reject,8000.0
799,23,14,3,2,0,Poor,Low,50000,250,100.0,Reject,4000.0
800,61,15,3,2,4,Poor,Medium,25000,500,100.0,Reject,1000.0
801,62,4,1,1,3,Poor,Low,25000,2000,90.0,Reject,237.5
802,49,19,5,1,4,Good,High,250000,2000,100.0,Reject,2500.0
803,62,5,2,3,2,Poor,Low,100000,500,100.0,Reject,4000.0
804,64,18,1,0,3,Good,Medium,25000,1000,86.0,Reject,465.0
805,38,4,4,2,3,Poor,Low,50000,500,100.0,Reject,2000.0
806,33,2,5,1,0,Fair,High,25000,500,100.0,Reject,1000.0
807,71,0,4,0,2,Excellent,Medium,25000,1000,76.0,Refer to Underwriter,440.0
808,38,5,5,0,1,Fair,High,250000,2000,100.0,Reject,2500.0
809,28,14,4,1,0,Poor,High,250000,500,100.0,Reject,10000.0
810,54,1,1,2,0,Poor,Medium,50000,2000,86.5,Reject,466.25
811,53,2,5,3,4,Poor,High,250000,500,100.0,Reject,10000.0
812,52,16,5,0,4,Fair,High,25000,1000,100.0,Reject,500.0
813,36,11,3,3,4,Poor,Low,25000,1000,100.0,Reject,500.0
814,37,17,3,2,0,Fair,High,250000,250,100.0,Reject,20000.0
815,74,14,0,2,1,Good,High,25000,1000,99.0,Reject,497.5
816,35,11,4,3,3,Excellent,High,25000,250,100.0,Reject,2000.0
817,64,15,3,2,4,Excellent,High,50000,500,100.0,Reject,2000.0
818,58,7,0,0,1,Fair,Medium,250000,2000,53.5,Approve with Adjusted Premium,1918.75
819,66,13,3,3,2,Good,Low,25000,1000,100.0,Reject,500.0
820,31,16,4,2,4,Fair,High,250000,1000,100.0,Reject,5000.0
821,32,7,5,3,3,Good,High,50000,1000,100.0,Reject,1000.0
822,48,14,2,0,2,Poor,Medium,250000,500,100.0,Reject,10000.0
823,18,13,4,2,2,Good,High,25000,250,100.0,Reject,2000.0
824,70,17,1,0,3,Good,Medium,250000,500,84.5,Refer to Underwriter,9225.0
825,71,19,3,2,4,Good,Low,25000,2000,100.0,Reject,250.0
826,71,6,3,1,0,Excellent,Low,25000,500,64.0,Approve with Adjusted Premium,820.0
827,20,2,5,2,3,Good,High,25000,2000,100.0,Reject,250.0
828,33,11,1,3,3,Poor,High,50000,1000,100.0,Reject,1000.0
829,40,2,5,2,3,Poor,High,250000,2000,100.0,Reject,2500.0
830,74,19,1,0,2,Poor,Medium,50000,2000,99.5,Reject,498.75
831,28,13,2,0,1,Good,High,250000,250,87.5,Reject,18750.0
832,29,14,3,2,0,Fair,High,50000,2000,100.0,Reject,500.0
833,27,13,3,3,4,Fair,Low,100000,2000,100.0,Reject,1000.0
834,49,6,2,1,4,Poor,High,25000,500,100.0,Reject,1000.0
835,33,16,0,3,1,Excellent,Low,25000,1000,87.0,Reject,467.5
836,25,11,5,1,3,Fair,High,50000,500,100.0,Reject,2000.0
837,55,19,2,0,0,Good,Low,100000,500,63.5,Approve with Adjusted Premium,3270.0
838,29,3,5,3,4,Fair,High,25000,1000,100.0,Reject,500.0
839,41,8,4,1,4,Poor,Low,250000,1000,100.0,Reject,5000.0
840,45,5,3,2,3,Excellent,Medium,50000,2000,100.0,Reject,500.0
841,70,15,5,0,1,Fair,Low,25000,2000,100.0,Reject,250.0
842,25,1,1,2,0,Fair,Low,25000,250,66.5,Approve with Adjusted Premium,1665.0
843,45,7,5,0,1,Poor,Low,50000,500,100.0,Reject,2000.0
844,53,10,4,3,1,Excellent,High,50000,1000,100.0,Reject,1000.0
845,43,12,3,3,0,Excellent,High,250000,2000,100.0,Reject,2500.0
846,25,16,2,0,0,Poor,High,250000,1000,100.0,Reject,5000.0
847,67,7,4,0,4,Good,Medium,25000,2000,100.0,Reject,250.0
848,45,17,3,0,4,Fair,Medium,25000,250,100.0,Reject,2000.0
849,45,17,5,3,0,Good,Low,50000,250,100.0,Reject,4000.0
850,54,13,0,1,2,Fair,Medium,25000,1000,85.5,Reject,463.75
851,58,14,0,2,4,Fair,Low,25000,250,100.0,Reject,2000.0
852,53,5,1,2,2,Good,Low,50000,1000,78.5,Refer to Underwriter,892.5
853,44,10,3,3,0,Poor,Low,25000,2000,100.0,Reject,250.0
854,71,12,0,2,4,Poor,Medium,25000,500,100.0,Reject,1000.0
855,34,0,2,0,1,Fair,High,100000,250,78.0,Refer to Underwriter,7120.0
856,26,5,3,1,0,Poor,Medium,250000,2000,97.5,Reject,2468.75
857,50,8,2,2,3,Fair,Low,50000,500,100.0,Reject,2000.0
858,70,7,2,1,2,Poor,Low,100000,500,96.5,Reject,3930.0
859,37,10,0,0,0,Fair,Medium,250000,500,50.0,Approve with Adjusted Premium,7500.0
860,30,18,3,2,0,Poor,Low,250000,2000,100.0,Reject,2500.0
861,45,8,5,3,4,Excellent,Low,250000,2000,100.0,Reject,2500.0
862,65,16,4,1,4,Good,Medium,100000,1000,100.0,Reject,2000.0
863,46,11,0,0,4,Excellent,Medium,100000,500,68.5,Approve with Adjusted Premium,3370.0
864,30,13,0,1,3,Good,Medium,250000,500,83.5,Refer to Underwriter,9175.0
865,63,14,5,2,4,Good,Low,25000,500,100.0,Reject,1000.0
866,52,15,3,2,0,Fair,Low,25000,1000,100.0,Reject,500.0
867,23,19,3,3,4,Good,High,100000,500,100.0,Reject,4000.0
868,35,0,2,0,1,Excellent,High,100000,2000,63.0,Approve with Adjusted Premium,815.0
869,68,9,5,0,4,Excellent,Medium,100000,500,100.0,Reject,4000.0
870,22,7,5,3,3,Poor,High,250000,250,100.0,Reject,20000.0
871,64,17,3,3,1,Excellent,Low,25000,2000,100.0,Reject,250.0
872,42,0,2,0,0,Poor,High,100000,1000,80.0,Refer to Underwriter,1800.0
873,19,1,0,1,0,Good,Low,100000,500,31.5,Approve,2630.0
874,27,0,1,1,2,Excellent,Medium,50000,250,61.0,Approve with Adjusted Premium,3220.0
875,73,0,4,3,1,Good,Medium,250000,1000,100.0,Reject,5000.0
876,47,8,0,1,2,Excellent,Low,50000,1000,53.0,Approve with Adjusted Premium,765.0
877,67,12,3,0,1,Excellent,High,25000,2000,91.0,Reject,238.75
878,62,0,4,2,1,Poor,Medium,50000,1000,100.0,Reject,1000.0
879,22,12,1,2,3,Good,Medium,50000,1000,100.0,Reject,1000.0
880,72,19,1,1,2,Excellent,High,50000,1000,100.0,Reject,1000.0
881,73,6,2,3,3,Fair,High,250000,1000,100.0,Reject,5000.0
882,50,1,4,3,1,Good,Low,25000,500,100.0,Reject,1000.0
883,71,5,2,3,0,Good,High,50000,500,100.0,Reject,2000.0
884,18,6,0,3,1,Good,High,250000,500,100.0,Reject,10000.0
885,35,13,5,3,3,Poor,High,25000,500,100.0,Reject,1000.0
886,49,17,5,1,2,Fair,Low,100000,250,100.0,Reject,8000.0
887,64,14,5,2,2,Good,Low,50000,500,100.0,Reject,2000.0
888,66,1,4,2,3,Excellent,Medium,25000,1000,100.0,Reject,500.0
889,28,9,5,1,2,Excellent,Low,50000,500,100.0,Reject,2000.0
890,38,11,0,3,4,Poor,Medium,100000,500,100.0,Reject,4000.0
891,43,16,2,1,0,Excellent,High,25000,2000,94.0,Reject,242.5
892,42,7,4,2,0,Good,Medium,250000,1000,100.0,Reject,5000.0
893,39,10,2,0,0,Excellent,Medium,25000,500,55.0,Approve with Adjusted Premium,775.0
894,44,2,4,1,2,Good,High,250000,500,100.0,Reject,10000.0
895,66,5,2,3,2,Excellent,Medium,25000,500,100.0,Reject,1000.0
896,30,8,1,2,1,Fair,Low,250000,250,85.0,Reject,18500.0
897,50,5,2,2,1,Poor,Low,100000,500,100.0,Reject,4000.0
898,51,8,5,2,0,Poor,Low,100000,2000,100.0,Reject,1000.0
899,58,6,1,2,4,Fair,Low,100000,1000,100.0,Reject,2000.0
900,52,8,2,3,1,Fair,Medium,25000,1000,100.0,Reject,500.0
901,18,17,4,0,1,Poor,Medium,100000,500,100.0,Reject,4000.0
902,38,11,4,2,2,Fair,High,50000,500,100.0,Reject,2000.0
903,65,7,4,1,4,Good,Medium,100000,500,100.0,Reject,4000.0
904,72,7,3,0,0,Excellent,Medium,250000,1000,60.5,Approve with Adjusted Premium,4012.5
905,23,17,0,2,1,Poor,Medium,250000,1000,100.0,Reject,5000.0
906,45,19,4,0,4,Fair,High,250000,250,100.0,Reject,20000.0
907,34,14,1,1,4,Good,Low,25000,2000,93.0,Reject,241.25
908,22,6,4,2,0,Poor,Medium,50000,250,100.0,Reject,4000.0
909,48,10,3,1,4,Fair,High,100000,2000,100.0,Reject,1000.0
910,22,19,5,3,4,Poor,High,50000,250,100.0,Reject,4000.0
911,55,15,1,2,4,Fair,High,50000,1000,100.0,Reject,1000.0
912,20,3,3,2,1,Poor,Low,250000,250,100.0,Reject,20000.0
913,70,5,5,2,0,Good,Medium,250000,2000,100.0,Reject,2500.0
914,40,2,1,2,4,Good,High,250000,500,100.0,Reject,10000.0
915,54,8,2,3,4,Excellent,Low,25000,2000,100.0,Reject,250.0
916,70,9,0,2,1,Poor,High,50000,500,100.0,Reject,2000.0
917,54,13,0,0,0,Excellent,High,50000,1000,54.5,Approve with Adjusted Premium,772.5
918,27,10,3,2,2,Poor,High,25000,2000,100.0,Reject,250.0
919,27,17,5,3,1,Fair,High,25000,250,100.0,Reject,2000.0
920,36,11,0,2,0,Fair,High,25000,2000,96.5,Reject,245.62
921,34,11,5,0,4,Excellent,Low,50000,500,100.0,Reject,2000.0
922,38,12,5,3,0,Poor,Medium,50000,1000,100.0,Reject,1000.0
923,31,12,3,3,0,Excellent,Medium,250000,250,100.0,Reject,20000.0
924,26,18,3,0,0,Good,Medium,250000,2000,82.0,Refer to Underwriter,2275.0
925,63,18,3,0,2,Excellent,Medium,50000,500,93.0,Reject,1930.0
926,18,13,0,0,0,Excellent,Low,250000,250,29.5,Approve,12950.0
927,68,3,3,0,2,Fair,Low,25000,1000,75.5,Refer to Underwriter,438.75
928,62,12,0,0,4,Excellent,Low,100000,250,60.0,Approve with Adjusted Premium,6400.0
929,30,7,3,3,2,Poor,High,250000,1000,100.0,Reject,5000.0
930,21,18,4,3,4,Fair,High,50000,250,100.0,Reject,4000.0
931,18,11,5,2,4,Excellent,High,250000,2000,100.0,Reject,2500.0
932,66,17,3,2,2,Good,Medium,250000,500,100.0,Reject,10000.0
933,57,5,1,1,1,Excellent,High,250000,2000,75.5,Refer to Underwriter,2193.75
934,49,17,5,2,3,Excellent,Medium,100000,2000,100.0,Reject,1000.0
935,51,18,5,2,0,Excellent,High,25000,1000,100.0,Reject,500.0
936,45,4,3,0,3,Fair,Medium,50000,1000,95.0,Reject,975.0
937,48,8,2,0,0,Poor,High,100000,1000,92.0,Reject,1920.0
938,25,2,3,2,0,Good,High,50000,2000,100.0,Reject,500.0
939,56,9,5,1,4,Excellent,Low,50000,250,100.0,Reject,4000.0
940,43,18,1,0,0,Poor,High,50000,250,97.0,Reject,3940.0
941,51,2,5,2,0,Poor,High,100000,2000,100.0,Reject,1000.0
942,71,14,1,2,2,Fair,Low,25000,2000,100.0,Reject,250.0
943,71,0,0,3,3,Good,Medium,50000,500,94.0,Reject,1940.0
944,20,6,4,1,2,Fair,Low,25000,1000,100.0,Reject,500.0
945,67,11,5,3,0,Poor,Low,25000,1000,100.0,Reject,500.0
946,29,16,3,1,4,Poor,Medium,250000,2000,100.0,Reject,2500.0
947,18,19,0,0,2,Poor,High,100000,2000,100.0,Reject,1000.0
948,71,4,4,1,2,Fair,Medium,100000,250,100.0,Reject,8000.0
949,61,3,3,2,1,Good,High,250000,2000,100.0,Reject,2500.0
950,22,11,2,2,0,Excellent,High,250000,250,100.0,Reject,20000.0
951,47,19,3,1,4,Fair,Medium,25000,2000,100.0,Reject,250.0
952,47,17,1,1,2,Poor,Low,50000,500,100.0,Reject,2000.0
953,74,16,1,1,2,Fair,Medium,100000,500,100.0,Reject,4000.0
954,34,18,2,3,4,Poor,High,50000,250,100.0,Reject,4000.0
955,65,8,0,1,0,Excellent,Medium,50000,1000,47.0,Approve with Adjusted Premium,735.0
956,64,3,4,0,1,Excellent,Medium,250000,500,72.5,Refer to Underwriter,8625.0
957,40,1,3,3,2,Good,High,50000,250,100.0,Reject,4000.0
958,32,3,1,3,1,Poor,Low,25000,2000,100.0,Reject,250.0
959,54,1,0,1,3,Good,Medium,250000,2000,65.5,Approve with Adjusted Premium,2068.75
960,38,14,2,0,0,Good,High,50000,250,81.0,Refer to Underwriter,3620.0
961,31,1,5,3,3,Excellent,High,250000,1000,100.0,Reject,5000.0
962,19,3,1,2,3,Fair,Medium,25000,250,100.0,Reject,2000.0
963,28,5,2,3,3,Fair,Low,25000,250,100.0,Reject,2000.0
964,68,6,3,1,0,Good,Medium,50000,500,79.0,Refer to Underwriter,1790.0
965,56,9,4,0,0,Excellent,Low,250000,250,63.5,Approve with Adjusted Premium,16350.0
966,55,18,1,1,4,Poor,Low,50000,250,100.0,Reject,4000.0
967,51,18,1,2,1,Fair,Low,50000,2000,100.0,Reject,500.0
968,55,11,3,2,1,Good,Low,250000,500,99.5,Reject,9975.0
969,67,2,5,2,4,Fair,Medium,50000,2000,100.0,Reject,500.0
970,51,12,0,1,4,Fair,High,25000,2000,100.0,Reject,250.0
971,35,17,4,3,3,Poor,High,250000,1000,100.0,Reject,5000.0
972,47,7,1,1,4,Excellent,High,250000,1000,100.0,Reject,5000.0
973,32,14,4,0,2,Poor,High,250000,500,100.0,Reject,10000.0
974,44,0,1,3,1,Excellent,High,250000,500,98.0,Reject,9900.0
975,68,2,4,2,4,Fair,High,50000,1000,100.0,Reject,1000.0
976,51,7,2,1,2,Good,Medium,50000,1000,86.5,Reject,932.5
977,69,3,1,2,2,Poor,Low,25000,1000,95.5,Reject,488.75
978,74,15,4,2,2,Excellent,High,100000,1000,100.0,Reject,2000.0
979,55,9,0,0,2,Fair,Medium,100000,1000,64.5,Approve with Adjusted Premium,1645.0
980,50,11,2,3,3,Excellent,High,25000,2000,100.0,Reject,250.0
981,41,13,2,0,2,Excellent,High,100000,500,90.5,Reject,3810.0
982,32,13,0,0,3,Excellent,Low,25000,2000,53.5,Approve with Adjusted Premium,191.88
983,47,1,4,0,3,Fair,Low,50000,2000,90.5,Reject,476.25
984,72,4,3,2,2,Good,Low,250000,250,97.0,Reject,19700.0
985,59,4,0,0,1,Good,High,250000,2000,54.0,Approve with Adjusted Premium,1925.0
986,68,5,4,0,2,Good,High,50000,1000,100.0,Reject,1000.0
987,34,12,0,3,2,Excellent,High,250000,1000,100.0,Reject,5000.0
988,22,8,0,3,2,Fair,Low,250000,250,98.0,Reject,19800.0
989,46,14,1,0,1,Excellent,Medium,100000,250,59.0,Approve with Adjusted Premium,6360.0
990,21,13,4,3,0,Good,High,50000,250,100.0,Reject,4000.0
991,27,6,3,3,0,Good,High,100000,250,100.0,Reject,8000.0
992,73,19,1,0,3,Fair,High,100000,250,100.0,Reject,8000.0
993,34,1,0,2,3,Excellent,Medium,250000,2000,75.5,Refer to Underwriter,2193.75
994,27,6,5,0,1,Poor,High,250000,250,100.0,Reject,20000.0
995,34,5,0,3,4,Poor,Medium,50000,2000,100.0,Reject,500.0
996,37,16,0,2,0,Good,High,250000,500,94.0,Reject,9700.0
997,41,1,4,1,3,Fair,Medium,250000,250,100.0,Reject,20000.0
998,22,2,4,2,0,Excellent,High,50000,250,100.0,Reject,4000.0
999,51,4,1,3,1,Excellent,Low,250000,2000,79.0,Refer to Underwriter,2237.5
1000,23,4,3,2,1,Good,Low,100000,500,89.0,Reject,3780.0
